graph20_70_3.txt: 
Min Cuts: 29 
R Size | Number of Cuts
R Size | Number of Cuts
     1 |             2
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             2
    17 |            12
    18 |            18
    19 |             0

graph20_70_462.txt: 
Min Cuts: 53 
R Size | Number of Cuts
     1 |             6
     2 |             2
     3 |             0
     4 |             0
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             4
    17 |             4
    18 |            23
    19 |             0

graph20_70_46.txt: 
Min Cuts: 53 
R Size | Number of Cuts
     1 |             7
     2 |             1
     3 |             1
     4 |             1
     5 |             1
     6 |             0
     7 |             0
     8 |             1
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             5
    17 |             8
    18 |            15
    19 |             0

graph20_70_461.txt: 
Min Cuts: 53 
R Size | Number of Cuts
     1 |             4
     2 |             0
     3 |             1
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |             9
    18 |            24
    19 |             0

graph20_70_31.txt: 
Min Cuts: 53 
R Size | Number of Cuts
     1 |             4
     2 |             6
     3 |             4
     4 |             2
     5 |             1
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
