graph20_70_3.txt: 
Min Cuts: 29 
R Size | Number of Cuts
     1 |             7
     2 |             0
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             1
     8 |             0
     9 |             1
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |            16
    18 |            28
    19 |             0

graph20_70_675.txt: 
Min Cuts: 67 
R Size | Number of Cuts
     1 |             4
     2 |             1
     3 |             1
     4 |             2
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             1
    16 |             4
    17 |            19
    18 |            21
    19 |             0

graph20_70_107.txt: 
Min Cuts: 67 
R Size | Number of Cuts
     1 |             6
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             7
    18 |            38
    19 |             0

graph20_70_196.txt: 
Min Cuts: 67 
R Size | Number of Cuts
     1 |             6
     2 |             2
     3 |             1
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             8
    17 |            15
    18 |            18
    19 |             0

graph20_70_322.txt: 
Min Cuts: 67 
R Size | Number of Cuts
     1 |             4
     2 |             0
     3 |             1
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             3
    17 |            13
    18 |            29
    19 |             0

graph20_70_543.txt: 
Min Cuts: 67 
R Size | Number of Cuts
     1 |             2
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             3
    13 |             1
    14 |             0
    15 |             3
    16 |             6
    17 |            11
    18 |            23
    19 |             0

graph20_70_929.txt: 
Min Cuts: 67 
R Size | Number of Cuts
     1 |             4
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             1
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             3
    13 |             0
    14 |             0
    15 |             3
    16 |             3
    17 |            14
    18 |            24
    19 |             0

graph20_70_880.txt: 
Min Cuts: 67 
R Size | Number of Cuts
     1 |             4
     2 |             2
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             2
    17 |             0
    18 |            43
    19 |             0

graph20_70_406.txt: 
Min Cuts: 67 
R Size | Number of Cuts
     1 |             6
     2 |             3
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             0
    14 |             2
    15 |             0
    16 |             1
    17 |            14
    18 |            27
    19 |             0

graph20_70_53.txt: 
Min Cuts: 67 
R Size | Number of Cuts
     1 |             7
     2 |             3
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             2
    17 |            11
    18 |            32
    19 |             0

graph20_70_496.txt: 
Min Cuts: 67 
R Size | Number of Cuts
     1 |             1
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             9
    17 |            15
    18 |            26
    19 |             0

graph20_70_81.txt: 
Min Cuts: 67 
R Size | Number of Cuts
     1 |             2
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             0
    14 |             0
    15 |             1
    16 |             2
    17 |            17
    18 |            29
    19 |             0

graph20_70_100.txt: 
Min Cuts: 67 
R Size | Number of Cuts
     1 |             2
     2 |             0
     3 |             0
     4 |             1
     5 |             0
     6 |             0
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             3
    16 |             1
    17 |            13
    18 |            29
    19 |             0

graph20_70_584.txt: 
Min Cuts: 67 
R Size | Number of Cuts
     1 |             3
     2 |             0
     3 |             0
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             2
    17 |            20
    18 |            27
    19 |             0

graph20_70_483.txt: 
Min Cuts: 67 
R Size | Number of Cuts
     1 |             3
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             2
    16 |             9
    17 |             7
    18 |            28
    19 |             0

graph20_70_710.txt: 
Min Cuts: 67 
R Size | Number of Cuts
     1 |             4
     2 |             0
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             3
    15 |             5
    16 |             1
    17 |             1
    18 |            37
    19 |             0

graph20_70_8.txt: 
Min Cuts: 67 
R Size | Number of Cuts
     1 |             3
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             2
    13 |             4
    14 |             0
    15 |             0
    16 |             0
    17 |            12
    18 |            33
    19 |             0

graph20_70_533.txt: 
Min Cuts: 67 
R Size | Number of Cuts
     1 |             3
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             6
    17 |             7
    18 |            33
    19 |             0

graph20_70_783.txt: 
Min Cuts: 67 
R Size | Number of Cuts
     1 |             3
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             2
    17 |            20
    18 |            26
    19 |             0

graph20_70_65.txt: 
Min Cuts: 67 
R Size | Number of Cuts
     1 |             6
     2 |             1
     3 |             3
     4 |             2
     5 |             2
     6 |             0
     7 |             0
     8 |             3
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             1
    14 |             0
    15 |             7
    16 |             5
    17 |             6
    18 |            18
    19 |             0

graph20_70_851.txt: 
Min Cuts: 67 
R Size | Number of Cuts
     1 |             0
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             5
    17 |            15
    18 |            29
    19 |             0

graph20_70_44.txt: 
Min Cuts: 67 
R Size | Number of Cuts
     1 |             5
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |            10
    18 |            34
    19 |             0

graph20_70_640.txt: 
Min Cuts: 67 
R Size | Number of Cuts
     1 |             3
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             0
    15 |             4
    16 |            10
    17 |            14
    18 |            19
    19 |             0

graph20_70_822.txt: 
Min Cuts: 67 
R Size | Number of Cuts
     1 |             7
     2 |             3
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             4
    15 |             3
    16 |             3
    17 |            13
    18 |            20
    19 |             0

graph20_70_711.txt: 
Min Cuts: 67 
R Size | Number of Cuts
     1 |             4
     2 |             7
     3 |             2
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             3
    16 |             2
    17 |            12
    18 |            26
    19 |             0

graph20_70_556.txt: 
Min Cuts: 67 
R Size | Number of Cuts
     1 |            10
     2 |             2
     3 |             4
     4 |             0
     5 |             0
     6 |             0
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             0
    18 |            41
    19 |             0

graph20_70_257.txt: 
Min Cuts: 67 
R Size | Number of Cuts
     1 |             5
     2 |             3
     3 |             2
     4 |             2
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             0
    18 |            44
    19 |             0

graph20_70_519.txt: 
Min Cuts: 67 
R Size | Number of Cuts
     1 |             4
     2 |             2
     3 |             6
     4 |             3
     5 |             1
     6 |             0
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             1
    13 |             0
    14 |             1
    15 |             1
    16 |             5
    17 |            17
    18 |            16
    19 |             0

graph20_70_340.txt: 
Min Cuts: 67 
R Size | Number of Cuts
     1 |             0
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |            10
    18 |            37
    19 |             0

graph20_70_365.txt: 
Min Cuts: 67 
R Size | Number of Cuts
     1 |             5
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             3
    15 |             0
    16 |             3
    17 |            12
    18 |            29
    19 |             0

graph20_70_523.txt: 
Min Cuts: 67 
R Size | Number of Cuts
     1 |             3
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             2
    14 |             6
    15 |            15
    16 |             5
    17 |            11
    18 |            12
    19 |             0

graph20_70_598.txt: 
Min Cuts: 67 
R Size | Number of Cuts
     1 |             5
     2 |             2
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             8
    18 |            38
    19 |             0

graph20_70_15.txt: 
Min Cuts: 68 
R Size | Number of Cuts
     1 |             6
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             4
    17 |            13
    18 |            31
    19 |             0

graph20_70_96.txt: 
Min Cuts: 68 
R Size | Number of Cuts
     1 |             5
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             1
     7 |             0
     8 |             1
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             3
    16 |             2
    17 |            14
    18 |            26
    19 |             0

graph20_70_346.txt: 
Min Cuts: 68 
R Size | Number of Cuts
     1 |             1
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             2
    15 |             3
    16 |            10
    17 |            20
    18 |            15
    19 |             0

graph20_70_80.txt: 
Min Cuts: 68 
R Size | Number of Cuts
     1 |             4
     2 |             3
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             4
    16 |             9
    17 |            12
    18 |            22
    19 |             0

graph20_70_586.txt: 
Min Cuts: 68 
R Size | Number of Cuts
     1 |             8
     2 |             3
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |            13
    18 |            28
    19 |             0

graph20_70_597.txt: 
Min Cuts: 68 
R Size | Number of Cuts
     1 |             4
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             3
    16 |            13
    17 |            20
    18 |            11
    19 |             0

graph20_70_592.txt: 
Min Cuts: 68 
R Size | Number of Cuts
     1 |             7
     2 |             3
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             0
    15 |             2
    16 |             5
    17 |            13
    18 |            25
    19 |             0

graph20_70_469.txt: 
Min Cuts: 68 
R Size | Number of Cuts
     1 |             7
     2 |             3
     3 |             1
     4 |             1
     5 |             1
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             0
    15 |             0
    16 |             0
    17 |            11
    18 |            33
    19 |             0

graph20_70_735.txt: 
Min Cuts: 68 
R Size | Number of Cuts
     1 |             5
     2 |             0
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             1
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             7
    17 |            16
    18 |            27
    19 |             0

graph20_70_142.txt: 
Min Cuts: 68 
R Size | Number of Cuts
     1 |             5
     2 |             2
     3 |             2
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             1
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             1
    15 |             1
    16 |             8
    17 |            19
    18 |            15
    19 |             0

graph20_70_807.txt: 
Min Cuts: 68 
R Size | Number of Cuts
     1 |             5
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             5
    17 |            21
    18 |            22
    19 |             0

graph20_70_707.txt: 
Min Cuts: 68 
R Size | Number of Cuts
     1 |             3
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |            10
    18 |            38
    19 |             0

graph20_70_134.txt: 
Min Cuts: 68 
R Size | Number of Cuts
     1 |             4
     2 |             3
     3 |             1
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             3
    16 |             2
    17 |             3
    18 |            38
    19 |             0

graph20_70_816.txt: 
Min Cuts: 68 
R Size | Number of Cuts
     1 |             8
     2 |             3
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             0
    16 |             0
    17 |            22
    18 |            22
    19 |             0

graph20_70_622.txt: 
Min Cuts: 68 
R Size | Number of Cuts
     1 |             3
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             3
    17 |            23
    18 |            20
    19 |             0

graph20_70_432.txt: 
Min Cuts: 68 
R Size | Number of Cuts
     1 |             9
     2 |             1
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             6
    15 |             1
    16 |             2
    17 |            17
    18 |            21
    19 |             0

graph20_70_310.txt: 
Min Cuts: 68 
R Size | Number of Cuts
     1 |             3
     2 |             1
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             1
    10 |             0
    11 |             0
    12 |             0
    13 |             2
    14 |             0
    15 |             0
    16 |             1
    17 |             9
    18 |            35
    19 |             0

graph20_70_238.txt: 
Min Cuts: 68 
R Size | Number of Cuts
     1 |             7
     2 |             4
     3 |             0
     4 |             1
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             1
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             6
    17 |            18
    18 |            19
    19 |             0

graph20_70_314.txt: 
Min Cuts: 68 
R Size | Number of Cuts
     1 |             7
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             0
    12 |             0
    13 |             1
    14 |             2
    15 |             7
    16 |            12
    17 |            11
    18 |            15
    19 |             0

graph20_70_706.txt: 
Min Cuts: 68 
R Size | Number of Cuts
     1 |             2
     2 |             1
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             0
    18 |            48
    19 |             0

graph20_70_697.txt: 
Min Cuts: 68 
R Size | Number of Cuts
     1 |             6
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |            20
    18 |            29
    19 |             0

graph20_70_852.txt: 
Min Cuts: 68 
R Size | Number of Cuts
     1 |             6
     2 |             2
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             1
    16 |             4
    17 |            13
    18 |            26
    19 |             0

graph20_70_680.txt: 
Min Cuts: 68 
R Size | Number of Cuts
     1 |             4
     2 |             3
     3 |             1
     4 |             1
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             2
    14 |             0
    15 |             0
    16 |             2
    17 |            11
    18 |            30
    19 |             0

graph20_70_79.txt: 
Min Cuts: 68 
R Size | Number of Cuts
     1 |             1
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |            10
    17 |            16
    18 |            20
    19 |             0

graph20_70_999.txt: 
Min Cuts: 68 
R Size | Number of Cuts
     1 |             6
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             2
    15 |             6
    16 |            12
    17 |            17
    18 |            10
    19 |             0

graph20_70_693.txt: 
Min Cuts: 68 
R Size | Number of Cuts
     1 |             4
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             3
     7 |             2
     8 |             1
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             0
    14 |             2
    15 |             3
    16 |             6
    17 |            11
    18 |            22
    19 |             0

graph20_70_92.txt: 
Min Cuts: 68 
R Size | Number of Cuts
     1 |             5
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             2
    17 |             3
    18 |            43
    19 |             0

graph20_70_606.txt: 
Min Cuts: 68 
R Size | Number of Cuts
     1 |             4
     2 |             3
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             3
    16 |            14
    17 |             4
    18 |            27
    19 |             0

graph20_70_498.txt: 
Min Cuts: 69 
R Size | Number of Cuts
     1 |             5
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             2
    15 |             0
    16 |             0
    17 |             7
    18 |            38
    19 |             0

graph20_70_283.txt: 
Min Cuts: 69 
R Size | Number of Cuts
     1 |             6
     2 |             0
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             1
    14 |             3
    15 |             2
    16 |             0
    17 |             9
    18 |            32
    19 |             0

graph20_70_337.txt: 
Min Cuts: 69 
R Size | Number of Cuts
     1 |             7
     2 |             2
     3 |             1
     4 |             0
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             5
    12 |             1
    13 |             0
    14 |             1
    15 |             2
    16 |             2
    17 |            13
    18 |            23
    19 |             0

graph20_70_642.txt: 
Min Cuts: 69 
R Size | Number of Cuts
     1 |             5
     2 |             2
     3 |             3
     4 |             0
     5 |             0
     6 |             2
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |            11
    17 |            13
    18 |            26
    19 |             0

graph20_70_805.txt: 
Min Cuts: 69 
R Size | Number of Cuts
     1 |             1
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             0
    14 |             1
    15 |             4
    16 |             1
    17 |            14
    18 |            30
    19 |             0

graph20_70_112.txt: 
Min Cuts: 69 
R Size | Number of Cuts
     1 |             4
     2 |             5
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             2
    14 |             1
    15 |             7
    16 |             9
    17 |            15
    18 |            15
    19 |             0

graph20_70_684.txt: 
Min Cuts: 69 
R Size | Number of Cuts
     1 |             7
     2 |             2
     3 |             2
     4 |             1
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             6
    18 |            35
    19 |             0

graph20_70_373.txt: 
Min Cuts: 69 
R Size | Number of Cuts
     1 |             3
     2 |             3
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             0
    12 |             1
    13 |             1
    14 |             3
    15 |             6
    16 |            12
    17 |            13
    18 |            13
    19 |             0

graph20_70_644.txt: 
Min Cuts: 69 
R Size | Number of Cuts
     1 |             1
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             3
    17 |            15
    18 |            32
    19 |             0

graph20_70_520.txt: 
Min Cuts: 69 
R Size | Number of Cuts
     1 |             1
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             5
    17 |            20
    18 |            26
    19 |             0

graph20_70_937.txt: 
Min Cuts: 69 
R Size | Number of Cuts
     1 |             5
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             2
    17 |            19
    18 |            29
    19 |             0

graph20_70_152.txt: 
Min Cuts: 69 
R Size | Number of Cuts
     1 |             2
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             2
     8 |             1
     9 |             0
    10 |             0
    11 |             3
    12 |             0
    13 |             0
    14 |             1
    15 |             3
    16 |             5
    17 |            12
    18 |            25
    19 |             0

graph20_70_959.txt: 
Min Cuts: 69 
R Size | Number of Cuts
     1 |             5
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             6
    17 |            17
    18 |            24
    19 |             0

graph20_70_319.txt: 
Min Cuts: 69 
R Size | Number of Cuts
     1 |             6
     2 |             0
     3 |             0
     4 |             0
     5 |             1
     6 |             2
     7 |             0
     8 |             1
     9 |             0
    10 |             3
    11 |             4
    12 |             6
    13 |             2
    14 |             0
    15 |             1
    16 |             2
    17 |             4
    18 |            24
    19 |             0

graph20_70_333.txt: 
Min Cuts: 69 
R Size | Number of Cuts
     1 |             4
     2 |             2
     3 |             3
     4 |             1
     5 |             0
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             4
    14 |             6
    15 |             0
    16 |             3
    17 |            12
    18 |            19
    19 |             0

graph20_70_375.txt: 
Min Cuts: 69 
R Size | Number of Cuts
     1 |             6
     2 |             0
     3 |             1
     4 |             4
     5 |             1
     6 |             2
     7 |             2
     8 |             1
     9 |             1
    10 |             1
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |            11
    18 |            25
    19 |             0

graph20_70_98.txt: 
Min Cuts: 69 
R Size | Number of Cuts
     1 |             6
     2 |             1
     3 |             1
     4 |             0
     5 |             0
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             3
    16 |            11
    17 |            17
    18 |            18
    19 |             0

graph20_70_64.txt: 
Min Cuts: 69 
R Size | Number of Cuts
     1 |             3
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             1
    10 |             1
    11 |             1
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             8
    17 |            18
    18 |            19
    19 |             0

graph20_70_355.txt: 
Min Cuts: 69 
R Size | Number of Cuts
     1 |             2
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             3
    16 |             3
    17 |            15
    18 |            31
    19 |             0

graph20_70_4.txt: 
Min Cuts: 69 
R Size | Number of Cuts
     1 |             2
     2 |             2
     3 |             1
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             5
    15 |             9
    16 |            18
    17 |            16
    18 |             3
    19 |             0

graph20_70_42.txt: 
Min Cuts: 69 
R Size | Number of Cuts
     1 |             6
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             4
    15 |            11
    16 |             5
    17 |            15
    18 |            13
    19 |             0

graph20_70_790.txt: 
Min Cuts: 69 
R Size | Number of Cuts
     1 |             3
     2 |             2
     3 |             1
     4 |             0
     5 |             0
     6 |             1
     7 |             2
     8 |             4
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             3
    17 |            22
    18 |            19
    19 |             0

graph20_70_604.txt: 
Min Cuts: 69 
R Size | Number of Cuts
     1 |             5
     2 |             1
     3 |             3
