graph20_60_882.txt: 
Min Cuts: 33 
R Size | Number of Cuts
R Size | Number of Cuts
     1 |             7
     2 |             2
     3 |             2
     4 |             0
     5 |             0
     6 |             0
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             4
    16 |             3
    17 |             4
    18 |            19
    19 |             0

graph20_60_433.txt: 
Min Cuts: 54 
R Size | Number of Cuts
     1 |             7
     2 |             2
     3 |             1
     4 |             0
     5 |             2
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             1
    16 |             2
    17 |            14
    18 |            14
    19 |             0

graph20_60_290.txt: 
Min Cuts: 54 
R Size | Number of Cuts
     1 |             6
     2 |             0
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             2
    14 |             0
    15 |             0
    16 |             0
    17 |             3
    18 |            31
    19 |             0

graph20_60_230.txt: 
Min Cuts: 54 
R Size | Number of Cuts
     1 |             8
     2 |             6
     3 |             4
     4 |             4
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             4
    16 |             3
    17 |             4
    18 |            14
    19 |             0

graph20_60_787.txt: 
Min Cuts: 54 
R Size | Number of Cuts
     1 |             4
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
