graph20_60_882.txt: 
Min Cuts: 33 
R Size | Number of Cuts
     7 |             0
     8 |             1
     9 |             1
    10 |             1
    11 |             0
    12 |             1
    13 |             0
    14 |             0
    15 |             2
    16 |            10
    17 |            16
    18 |            24
    19 |             0

graph20_60_756.txt: 
Min Cuts: 78 
R Size | Number of Cuts
     1 |             2
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             2
    14 |             2
    15 |             2
    16 |             4
    17 |            16
    18 |            35
    19 |             0

graph20_60_598.txt: 
Min Cuts: 78 
R Size | Number of Cuts
     1 |             7
     2 |             3
     3 |             2
     4 |             0
     5 |             1
     6 |             0
     7 |             0
     8 |             1
     9 |             1
    10 |             0
    11 |             0
    12 |             1
    13 |             3
    14 |             3
    15 |             1
    16 |             6
    17 |            16
    18 |            20
    19 |             0

graph20_60_605.txt: 
Min Cuts: 78 
R Size | Number of Cuts
     1 |             5
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             3
    14 |             2
    15 |             5
    16 |            14
    17 |            15
    18 |            21
    19 |             0

graph20_60_118.txt: 
Min Cuts: 78 
R Size | Number of Cuts
     1 |             5
     2 |             0
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             0
    14 |             3
    15 |             8
    16 |            15
    17 |             9
    18 |            22
    19 |             0

graph20_60_255.txt: 
Min Cuts: 78 
R Size | Number of Cuts
     1 |             4
     2 |             2
     3 |             5
     4 |             3
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             1
    12 |             1
    13 |             7
    14 |            15
    15 |             5
    16 |             8
    17 |             4
    18 |            13
    19 |             0

graph20_60_606.txt: 
Min Cuts: 78 
R Size | Number of Cuts
     1 |             5
     2 |             2
     3 |             2
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             7
    16 |            14
    17 |            13
    18 |            20
    19 |             0

graph20_60_311.txt: 
Min Cuts: 78 
R Size | Number of Cuts
     1 |             3
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             2
    14 |             1
    15 |             0
    16 |             5
    17 |            23
    18 |            31
    19 |             0

graph20_60_468.txt: 
Min Cuts: 78 
R Size | Number of Cuts
     1 |             4
     2 |             4
     3 |             1
     4 |             1
     5 |             1
     6 |             1
     7 |             1
     8 |             0
     9 |             0
    10 |             1
    11 |             1
    12 |             2
    13 |             1
    14 |             0
    15 |             4
    16 |            11
    17 |            19
    18 |            13
    19 |             0

graph20_60_973.txt: 
Min Cuts: 78 
R Size | Number of Cuts
     1 |             5
     2 |             5
     3 |             3
     4 |             1
     5 |             3
     6 |             3
     7 |             0
     8 |             8
     9 |             7
    10 |             2
    11 |             1
    12 |             1
    13 |             1
    14 |             2
    15 |             1
    16 |             1
    17 |             4
    18 |            19
    19 |             0

graph20_60_123.txt: 
Min Cuts: 78 
R Size | Number of Cuts
     1 |             4
     2 |             0
     3 |             0
     4 |             0
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             4
    12 |             0
    13 |             1
    14 |             2
    15 |             7
    16 |             3
    17 |            12
    18 |            29
    19 |             0

graph20_60_224.txt: 
Min Cuts: 78 
R Size | Number of Cuts
     1 |             2
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             1
    14 |             0
    15 |             5
    16 |            14
    17 |            19
    18 |            21
    19 |             0

graph20_60_294.txt: 
Min Cuts: 78 
R Size | Number of Cuts
     1 |             7
     2 |             3
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             0
    12 |             0
    13 |             0
    14 |             2
    15 |             6
    16 |             5
    17 |            15
    18 |            25
    19 |             0

graph20_60_516.txt: 
Min Cuts: 78 
R Size | Number of Cuts
     1 |            10
     2 |             4
     3 |             0
     4 |             1
     5 |             0
     6 |             0
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             4
    14 |             5
    15 |             0
    16 |             2
    17 |            16
    18 |            25
    19 |             0

graph20_60_1.txt: 
Min Cuts: 78 
R Size | Number of Cuts
     1 |            11
     2 |             5
     3 |             4
     4 |             1
     5 |             2
     6 |             0
     7 |             1
     8 |             0
     9 |             2
    10 |             3
    11 |             0
    12 |             2
    13 |             2
    14 |             5
    15 |             9
    16 |             2
    17 |            13
    18 |             9
    19 |             0

graph20_60_114.txt: 
Min Cuts: 78 
R Size | Number of Cuts
     1 |             3
     2 |             2
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             0
    14 |             1
    15 |             4
    16 |             7
    17 |            19
    18 |            27
    19 |             0

graph20_60_831.txt: 
Min Cuts: 78 
R Size | Number of Cuts
     1 |             1
     2 |             3
     3 |             1
     4 |             2
     5 |             3
     6 |             1
     7 |             0
     8 |             1
     9 |             2
    10 |             0
    11 |             1
    12 |             3
    13 |             4
    14 |             6
    15 |            18
    16 |             8
    17 |             6
    18 |             4
    19 |             0

graph20_60_758.txt: 
Min Cuts: 78 
R Size | Number of Cuts
     1 |             3
     2 |             0
     3 |             1
     4 |             4
     5 |             2
     6 |             0
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             2
    13 |             0
    14 |             0
    15 |             0
    16 |             2
    17 |            14
    18 |            34
    19 |             0

graph20_60_901.txt: 
Min Cuts: 78 
R Size | Number of Cuts
     1 |             8
     2 |             2
     3 |             5
     4 |             2
     5 |             3
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             0
    15 |             2
    16 |             9
    17 |            17
    18 |            16
    19 |             0

graph20_60_277.txt: 
Min Cuts: 78 
R Size | Number of Cuts
     1 |             4
     2 |             4
     3 |             2
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             3
    11 |             7
    12 |             1
    13 |             3
    14 |             9
    15 |            13
    16 |            10
    17 |             5
    18 |             6
    19 |             0

graph20_60_135.txt: 
Min Cuts: 79 
R Size | Number of Cuts
     1 |             6
     2 |             6
     3 |             3
     4 |             2
     5 |             1
     6 |             2
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             1
    13 |             0
    14 |             1
    15 |             0
    16 |             4
    17 |            15
    18 |            23
    19 |             0

graph20_60_180.txt: 
Min Cuts: 79 
R Size | Number of Cuts
     1 |             6
     2 |             2
     3 |             3
     4 |             4
     5 |             2
     6 |             3
     7 |             1
     8 |             0
     9 |             1
    10 |             1
    11 |             5
    12 |             1
    13 |             3
    14 |             3
    15 |             4
    16 |            10
    17 |            11
    18 |             9
    19 |             0

graph20_60_713.txt: 
Min Cuts: 79 
R Size | Number of Cuts
     1 |             6
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             1
     8 |             1
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             2
    15 |             8
    16 |             9
    17 |            16
    18 |            22
    19 |             0

graph20_60_925.txt: 
Min Cuts: 79 
R Size | Number of Cuts
     1 |             8
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             2
     8 |             1
     9 |             0
    10 |             0
    11 |             1
    12 |             1
    13 |             2
    14 |             3
    15 |             5
    16 |             7
    17 |            14
    18 |            21
    19 |             0

graph20_60_557.txt: 
Min Cuts: 79 
R Size | Number of Cuts
     1 |             3
     2 |             1
     3 |             1
     4 |             1
     5 |             3
     6 |             0
     7 |             1
     8 |             2
     9 |             1
    10 |             0
    11 |             1
    12 |             0
    13 |             1
    14 |             1
    15 |             7
    16 |            12
    17 |            16
    18 |            17
    19 |             0

graph20_60_69.txt: 
Min Cuts: 79 
R Size | Number of Cuts
     1 |             6
     2 |             3
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             6
    16 |            14
    17 |            14
    18 |            20
    19 |             0

graph20_60_397.txt: 
Min Cuts: 79 
R Size | Number of Cuts
     1 |             4
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             1
    13 |             1
    14 |             4
    15 |             5
    16 |            12
    17 |            23
    18 |            11
    19 |             0

graph20_60_619.txt: 
Min Cuts: 79 
R Size | Number of Cuts
     1 |             5
     2 |             1
     3 |             2
     4 |             1
     5 |             0
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             5
    14 |             1
    15 |             1
    16 |            12
    17 |             7
    18 |            32
    19 |             0

graph20_60_195.txt: 
Min Cuts: 79 
R Size | Number of Cuts
     1 |            11
     2 |             4
     3 |             0
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             5
    17 |            27
    18 |            22
    19 |             0

graph20_60_917.txt: 
Min Cuts: 79 
R Size | Number of Cuts
     1 |             3
     2 |             5
     3 |             3
     4 |             3
     5 |             1
     6 |             1
     7 |             0
     8 |             1
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             2
    16 |             5
    17 |            23
    18 |            19
    19 |             0

graph20_60_121.txt: 
Min Cuts: 79 
R Size | Number of Cuts
     1 |             2
     2 |             3
     3 |             2
     4 |             2
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             2
    12 |             2
    13 |             5
    14 |             6
    15 |             8
    16 |             7
    17 |             9
    18 |            16
    19 |             0

graph20_60_322.txt: 
Min Cuts: 79 
R Size | Number of Cuts
     1 |             8
     2 |             4
     3 |             0
     4 |             1
     5 |             3
     6 |             1
     7 |             1
     8 |             1
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             2
    14 |             2
    15 |             5
    16 |             4
    17 |            13
    18 |            24
    19 |             0

graph20_60_353.txt: 
Min Cuts: 79 
R Size | Number of Cuts
     1 |             7
     2 |             1
     3 |             1
     4 |             2
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             5
    17 |            20
    18 |            26
    19 |             0

graph20_60_369.txt: 
Min Cuts: 79 
R Size | Number of Cuts
     1 |             3
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             3
    14 |             1
    15 |             3
    16 |             3
    17 |            21
    18 |            28
    19 |             0

graph20_60_751.txt: 
Min Cuts: 79 
R Size | Number of Cuts
     1 |             4
     2 |             2
     3 |             2
     4 |             0
     5 |             0
     6 |             0
     7 |             1
     8 |             1
     9 |             0
    10 |             0
    11 |             3
    12 |             1
    13 |             1
    14 |             1
    15 |             4
    16 |            15
    17 |            18
    18 |            12
    19 |             0

graph20_60_607.txt: 
Min Cuts: 79 
R Size | Number of Cuts
     1 |             5
     2 |             4
     3 |             3
     4 |             1
     5 |             0
     6 |             1
     7 |             0
     8 |             1
     9 |             0
    10 |             1
    11 |             2
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |            15
    18 |            31
    19 |             0

graph20_60_192.txt: 
Min Cuts: 79 
R Size | Number of Cuts
     1 |             5
     2 |             5
     3 |             2
     4 |             3
     5 |             3
     6 |             3
     7 |             1
     8 |             0
     9 |             0
    10 |             1
    11 |             0
    12 |             2
    13 |             2
    14 |             3
    15 |             2
    16 |             8
    17 |            18
    18 |            11
    19 |             0

graph20_60_475.txt: 
Min Cuts: 79 
R Size | Number of Cuts
     1 |             2
     2 |             4
     3 |             1
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             2
    13 |             2
    14 |             1
    15 |             8
    16 |            11
    17 |            20
    18 |            15
    19 |             0

graph20_60_524.txt: 
Min Cuts: 79 
R Size | Number of Cuts
     1 |             4
     2 |             4
     3 |             2
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             0
    14 |             3
    15 |             2
    16 |             9
    17 |            24
    18 |            18
    19 |             0

graph20_60_539.txt: 
Min Cuts: 79 
R Size | Number of Cuts
     1 |             6
     2 |             7
     3 |             2
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             8
    17 |            19
    18 |            26
    19 |             0

graph20_60_821.txt: 
Min Cuts: 79 
R Size | Number of Cuts
     1 |             2
     2 |             3
     3 |             0
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             2
    13 |             2
    14 |             3
    15 |             3
    16 |            11
    17 |            16
    18 |            25
    19 |             0

graph20_60_228.txt: 
Min Cuts: 79 
R Size | Number of Cuts
     1 |             8
     2 |             7
     3 |             3
     4 |             6
     5 |             7
     6 |             4
     7 |             3
     8 |             4
     9 |             0
    10 |             1
    11 |             0
    12 |             0
    13 |             2
    14 |             1
    15 |             0
    16 |             1
    17 |             4
    18 |            14
    19 |             0

graph20_60_815.txt: 
Min Cuts: 79 
R Size | Number of Cuts
     1 |             4
     2 |             4
     3 |             0
     4 |             0
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             4
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             0
    16 |            11
    17 |             9
    18 |            30
    19 |             0

graph20_60_822.txt: 
Min Cuts: 79 
R Size | Number of Cuts
     1 |             8
     2 |             4
     3 |             4
     4 |             1
     5 |             3
     6 |             1
     7 |             0
     8 |             1
     9 |             1
    10 |             0
    11 |             2
    12 |             1
    13 |             1
    14 |             5
    15 |             8
    16 |             3
    17 |            10
    18 |            15
    19 |             0

graph20_60_66.txt: 
Min Cuts: 80 
R Size | Number of Cuts
     1 |             5
     2 |             1
     3 |             1
     4 |             0
     5 |             1
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             4
    15 |             4
    16 |            11
    17 |            21
    18 |            18
    19 |             0

graph20_60_533.txt: 
Min Cuts: 80 
R Size | Number of Cuts
     1 |             6
     2 |             1
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             1
    10 |             0
    11 |             0
    12 |             0
    13 |             2
    14 |             3
    15 |             7
    16 |            18
    17 |            18
    18 |             9
    19 |             0

graph20_60_90.txt: 
Min Cuts: 80 
R Size | Number of Cuts
     1 |             8
     2 |             2
     3 |             0
     4 |             1
     5 |             1
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             0
    12 |             2
    13 |             3
    14 |            14
    15 |             3
    16 |             4
    17 |            16
    18 |            14
    19 |             0

graph20_60_692.txt: 
Min Cuts: 80 
R Size | Number of Cuts
     1 |             2
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             1
    14 |             0
    15 |             5
    16 |             3
    17 |            18
    18 |            33
    19 |             0

graph20_60_556.txt: 
Min Cuts: 80 
R Size | Number of Cuts
     1 |             3
     2 |             5
     3 |             2
     4 |             1
     5 |             1
     6 |             1
     7 |             0
     8 |             1
     9 |             0
    10 |             0
    11 |             2
    12 |             0
    13 |             2
    14 |             1
    15 |             6
    16 |            17
    17 |            14
    18 |            15
    19 |             0

graph20_60_703.txt: 
Min Cuts: 80 
R Size | Number of Cuts
     1 |             3
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             1
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             2
    13 |             3
    14 |             3
    15 |             2
    16 |            16
    17 |            11
    18 |            18
    19 |             0

graph20_60_685.txt: 
Min Cuts: 80 
R Size | Number of Cuts
     1 |             8
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             1
     7 |             1
     8 |             1
     9 |             0
    10 |             0
    11 |             0
    12 |             5
    13 |             7
    14 |             1
    15 |             2
    16 |             7
    17 |            10
    18 |            25
    19 |             0

graph20_60_363.txt: 
Min Cuts: 80 
R Size | Number of Cuts
     1 |             4
     2 |             5
     3 |             4
     4 |             1
     5 |             2
     6 |             1
     7 |             1
     8 |             1
     9 |             0
    10 |             2
    11 |             0
    12 |             0
    13 |             3
    14 |             3
    15 |             3
    16 |             7
    17 |            14
    18 |            18
    19 |             0

graph20_60_834.txt: 
Min Cuts: 80 
R Size | Number of Cuts
     1 |             8
     2 |             4
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             5
    15 |             9
    16 |            20
    17 |            10
    18 |            12
    19 |             0

graph20_60_68.txt: 
Min Cuts: 80 
R Size | Number of Cuts
     1 |             8
     2 |             6
     3 |             2
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             8
    17 |            20
    18 |            25
    19 |             0

graph20_60_39.txt: 
Min Cuts: 80 
R Size | Number of Cuts
     1 |             5
     2 |             3
     3 |             1
     4 |             1
     5 |             1
     6 |             2
     7 |             0
     8 |             1
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             0
    14 |             2
    15 |             7
    16 |            11
    17 |            19
    18 |            14
    19 |             0

graph20_60_643.txt: 
Min Cuts: 80 
R Size | Number of Cuts
     1 |             2
     2 |             4
     3 |             1
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             0
    12 |             0
    13 |             0
    14 |             3
    15 |             2
    16 |             9
    17 |            22
    18 |            23
    19 |             0

graph20_60_897.txt: 
Min Cuts: 80 
R Size | Number of Cuts
     1 |             7
     2 |             4
     3 |             4
     4 |             4
     5 |             4
     6 |             0
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             1
    13 |             1
    14 |             6
    15 |             7
    16 |             7
    17 |            10
    18 |            12
    19 |             0

graph20_60_72.txt: 
Min Cuts: 80 
R Size | Number of Cuts
     1 |             2
     2 |             2
     3 |             1
     4 |             1
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             1
    12 |             3
    13 |             2
    14 |             1
    15 |             1
    16 |             3
    17 |            19
    18 |            29
    19 |             0

graph20_60_442.txt: 
Min Cuts: 80 
R Size | Number of Cuts
     1 |             6
     2 |             2
     3 |             2
     4 |             0
     5 |             0
     6 |             1
     7 |             1
     8 |             1
     9 |             2
    10 |             0
    11 |             0
    12 |             1
    13 |             1
    14 |             4
    15 |             7
    16 |            18
    17 |            11
    18 |            14
    19 |             0

graph20_60_961.txt: 
Min Cuts: 80 
R Size | Number of Cuts
     1 |             7
     2 |             2
     3 |             0
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             1
    10 |             1
    11 |             2
    12 |             0
    13 |             2
    14 |             5
    15 |             8
    16 |            12
    17 |             9
    18 |            23
    19 |             0

graph20_60_265.txt: 
Min Cuts: 80 
R Size | Number of Cuts
     1 |             5
     2 |             4
     3 |             1
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             1
    12 |             0
    13 |             1
    14 |             4
    15 |             4
    16 |             5
    17 |            14
    18 |            27
    19 |             0

graph20_60_663.txt: 
Min Cuts: 80 
R Size | Number of Cuts
     1 |             5
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             0
    12 |             1
    13 |             1
    14 |             3
    15 |             4
    16 |            11
    17 |            18
    18 |            22
    19 |             0

graph20_60_16.txt: 
Min Cuts: 80 
R Size | Number of Cuts
     1 |             8
     2 |             5
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             1
    10 |             0
    11 |             2
    12 |             4
    13 |             3
    14 |             6
    15 |             4
    16 |             6
    17 |            10
    18 |            21
    19 |             0

graph20_60_164.txt: 
Min Cuts: 80 
R Size | Number of Cuts
     1 |             6
     2 |             5
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             1
    10 |             1
    11 |             0
    12 |             2
    13 |             1
    14 |             1
    15 |             2
    16 |            10
    17 |            16
    18 |            19
    19 |             0

graph20_60_789.txt: 
Min Cuts: 80 
R Size | Number of Cuts
     1 |             2
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             1
     9 |             1
    10 |             0
    11 |             1
    12 |             3
    13 |             4
    14 |            10
    15 |             5
    16 |             8
    17 |            15
    18 |            16
    19 |             0

graph20_60_674.txt: 
Min Cuts: 80 
R Size | Number of Cuts
     1 |             6
     2 |             8
     3 |             1
     4 |             1
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |            12
    17 |            29
    18 |            10
    19 |             0

graph20_60_245.txt: 
Min Cuts: 80 
R Size | Number of Cuts
     1 |             5
     2 |             1
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             3
    15 |             4
    16 |             6
    17 |            12
    18 |            34
    19 |             0

graph20_60_364.txt: 
Min Cuts: 80 
R Size | Number of Cuts
     1 |             5
     2 |             3
     3 |             2
     4 |             2
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             1
    10 |             3
    11 |             2
    12 |             1
    13 |             2
    14 |             8
    15 |             4
    16 |            12
    17 |            11
    18 |            14
    19 |             0

graph20_60_784.txt: 
Min Cuts: 80 
R Size | Number of Cuts
     1 |             2
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             1
     8 |             0
     9 |             0
    10 |             2
    11 |             2
    12 |             0
    13 |             0
    14 |             1
    15 |             8
    16 |            18
    17 |            15
    18 |            16
    19 |             0

graph20_60_211.txt: 
Min Cuts: 80 
R Size | Number of Cuts
     1 |             5
     2 |             6
     3 |             5
     4 |             3
     5 |             1
     6 |             1
     7 |             0
     8 |             1
     9 |             0
    10 |             1
    11 |             2
    12 |             1
    13 |             2
    14 |             6
    15 |             7
    16 |             2
    17 |            12
    18 |            13
    19 |             0

graph20_60_760.txt: 
Min Cuts: 81 
R Size | Number of Cuts
     1 |            10
     2 |             5
     3 |             1
     4 |             1
     5 |             0
     6 |             1
     7 |             1
     8 |             2
     9 |             1
    10 |             0
    11 |             0
    12 |             1
    13 |             1
    14 |             2
    15 |             3
    16 |             9
    17 |             6
    18 |            27
    19 |             0

graph20_60_395.txt: 
Min Cuts: 81 
R Size | Number of Cuts
     1 |             4
     2 |             0
     3 |             1
     4 |             0
     5 |             0
     6 |             1
     7 |             0
     8 |             1
     9 |             0
    10 |             1
    11 |             2
    12 |             0
    13 |             0
    14 |             1
    15 |             3
    16 |            12
    17 |            21
    18 |            18
    19 |             0

graph20_60_949.txt: 
Min Cuts: 81 
R Size | Number of Cuts
     1 |             4
     2 |             3
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             0
    12 |             1
    13 |             1
    14 |             3
    15 |             2
    16 |             5
    17 |            25
    18 |            21
    19 |             0

graph20_60_948.txt: 
Min Cuts: 81 
R Size | Number of Cuts
     1 |             6
     2 |             4
     3 |             1
     4 |             1
     5 |             0
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             2
    16 |            13
    17 |            24
    18 |            20
    19 |             0

graph20_60_498.txt: 
Min Cuts: 81 
R Size | Number of Cuts
     1 |             6
     2 |             2
     3 |             1
     4 |             2
     5 |             0
     6 |             2
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             1
    13 |             2
    14 |             2
    15 |            11
    16 |            15
    17 |            17
    18 |             8
    19 |             0

graph20_60_809.txt: 
Min Cuts: 81 
R Size | Number of Cuts
     1 |             6
     2 |             2
     3 |             2
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             1
    10 |             0
    11 |             1
    12 |             1
    13 |             0
    14 |             2
    15 |             5
    16 |             8
    17 |            21
    18 |            19
    19 |             0

graph20_60_942.txt: 
Min Cuts: 81 
R Size | Number of Cuts
     1 |             6
     2 |             1
     3 |             1
     4 |             1
     5 |             0
     6 |             0
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             0
    14 |             1
    15 |             4
    16 |            11
    17 |            16
    18 |            22
    19 |             0

graph20_60_357.txt: 
Min Cuts: 81 
R Size | Number of Cuts
     1 |             7
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             1
    10 |             2
    11 |             0
    12 |             4
    13 |             1
    14 |             0
    15 |             0
    16 |             3
    17 |            10
    18 |            40
    19 |             0

graph20_60_297.txt: 
Min Cuts: 81 
R Size | Number of Cuts
     1 |             3
     2 |             1
     3 |             0
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             2
    15 |             5
    16 |            17
    17 |            18
    18 |            19
    19 |             0

graph20_60_931.txt: 
Min Cuts: 81 
R Size | Number of Cuts
     1 |             5
     2 |             2
     3 |             0
     4 |             1
     5 |             2
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             5
    15 |             6
    16 |            11
    17 |            17
    18 |            19
    19 |             0

graph20_60_393.txt: 
Min Cuts: 81 
R Size | Number of Cuts
     1 |             4
     2 |             1
     3 |             0
     4 |             2
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             4
    16 |             2
    17 |            16
    18 |            36
    19 |             0

graph20_60_903.txt: 
Min Cuts: 81 
R Size | Number of Cuts
     1 |             8
     2 |             4
     3 |             2
     4 |             5
     5 |             2
     6 |             2
     7 |             7
     8 |             7
     9 |             3
    10 |             3
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             5
    16 |             5
    17 |             7
    18 |             7
    19 |             0

graph20_60_288.txt: 
Min Cuts: 81 
R Size | Number of Cuts
     1 |             2
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
