graph20_20_618.txt: 
Min Cuts: 53 
R Size | Number of Cuts
     3 |             2
     4 |             4
     5 |             4
     6 |             4
     7 |             1
     8 |             3
     9 |             2
    10 |             3
    11 |             4
    12 |             0
    13 |             4
    14 |             0
    15 |             2
    16 |             0
    17 |             1
    18 |             1
    19 |             0

graph20_20_85.txt: 
Min Cuts: 64 
R Size | Number of Cuts
     1 |             8
     2 |             7
     3 |             5
     4 |             5
     5 |             4
     6 |             4
     7 |             2
     8 |             3
     9 |             3
    10 |             4
    11 |             1
    12 |             1
    13 |             2
    14 |             1
    15 |             2
    16 |             0
    17 |             0
    18 |             0
    19 |             0

graph20_20_893.txt: 
Min Cuts: 64 
R Size | Number of Cuts
     1 |             5
     2 |             4
     3 |             3
     4 |             4
     5 |             6
     6 |             4
     7 |             4
     8 |             5
     9 |             2
    10 |             2
    11 |             2
    12 |             2
    13 |             2
    14 |             1
    15 |             1
    16 |             0
    17 |             2
    18 |             0
    19 |             0

graph20_20_335.txt: 
Min Cuts: 64 
R Size | Number of Cuts
     1 |            11
     2 |             5
     3 |             6
     4 |             5
     5 |             4
     6 |             3
     7 |             3
     8 |             3
     9 |             1
    10 |             4
    11 |             3
    12 |             2
    13 |             0
    14 |             1
    15 |             0
    16 |             0
    17 |             2
    18 |             0
    19 |             0

graph20_20_543.txt: 
Min Cuts: 64 
R Size | Number of Cuts
     1 |             7
     2 |             7
     3 |             5
     4 |             2
     5 |             2
     6 |             1
     7 |             2
     8 |             3
     9 |             4
    10 |             3
    11 |             3
    12 |             3
    13 |             3
    14 |             0
    15 |             1
    16 |             3
    17 |             2
    18 |             0
    19 |             0

graph20_20_567.txt: 
Min Cuts: 64 
R Size | Number of Cuts
     1 |            11
     2 |            10
     3 |             5
     4 |             4
     5 |             4
     6 |             1
     7 |             3
     8 |             1
     9 |             2
    10 |             0
    11 |             1
    12 |             0
    13 |             2
    14 |             2
    15 |             1
    16 |             2
    17 |             0
    18 |             1
    19 |             0

graph20_20_523.txt: 
Min Cuts: 64 
R Size | Number of Cuts
     1 |             8
     2 |             6
     3 |             4
     4 |             5
     5 |             3
     6 |             2
     7 |             2
     8 |             4
     9 |             2
    10 |             2
    11 |             4
    12 |             1
    13 |             0
    14 |             2
    15 |             1
    16 |             0
    17 |             0
    18 |             1
    19 |             0

graph20_20_295.txt: 
Min Cuts: 64 
R Size | Number of Cuts
     1 |             8
     2 |             5
     3 |             4
     4 |             3
     5 |             3
     6 |             2
     7 |             1
     8 |             5
     9 |             3
    10 |             5
    11 |             5
    12 |             2
    13 |             3
    14 |             1
    15 |             0
    16 |             1
    17 |             0
    18 |             0
    19 |             0

graph20_20_789.txt: 
Min Cuts: 64 
R Size | Number of Cuts
     1 |             8
     2 |             6
     3 |             6
     4 |             3
     5 |             5
     6 |             5
     7 |             2
     8 |             2
     9 |             3
    10 |             2
    11 |             2
    12 |             0
    13 |             0
    14 |             2
    15 |             3
    16 |             1
    17 |             1
    18 |             0
    19 |             0

graph20_20_158.txt: 
Min Cuts: 64 
R Size | Number of Cuts
     1 |            10
     2 |             6
     3 |             5
     4 |             4
     5 |             6
     6 |             5
     7 |             3
     8 |             2
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             3
    14 |             0
    15 |             2
    16 |             0
    17 |             0
    18 |             1
    19 |             0

graph20_20_461.txt: 
Min Cuts: 64 
R Size | Number of Cuts
     1 |             8
     2 |             6
     3 |             5
     4 |             5
     5 |             3
     6 |             3
     7 |             4
     8 |             1
     9 |             1
    10 |             3
    11 |             2
    12 |             2
    13 |             3
    14 |             0
    15 |             1
    16 |             2
    17 |             1
    18 |             0
    19 |             0

graph20_20_776.txt: 
Min Cuts: 64 
R Size | Number of Cuts
     1 |            10
     2 |             5
     3 |             3
     4 |             2
     5 |             5
     6 |             4
     7 |             3
     8 |             4
     9 |             2
    10 |             2
    11 |             2
    12 |             1
    13 |             3
    14 |             2
    15 |             2
    16 |             0
    17 |             0
    18 |             0
    19 |             0

graph20_20_687.txt: 
Min Cuts: 64 
R Size | Number of Cuts
     1 |            10
     2 |             7
     3 |             3
     4 |             5
     5 |             5
     6 |             4
     7 |             4
     8 |             2
     9 |             2
    10 |             0
    11 |             3
    12 |             2
    13 |             0
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             0
    19 |             0

graph20_20_101.txt: 
Min Cuts: 64 
R Size | Number of Cuts
     1 |             9
     2 |             7
     3 |             2
     4 |             9
     5 |             5
     6 |             4
     7 |             4
     8 |             2
     9 |             2
    10 |             0
    11 |             1
    12 |             0
    13 |             2
    14 |             0
    15 |             1
    16 |             0
    17 |             2
    18 |             0
    19 |             0

graph20_20_424.txt: 
Min Cuts: 64 
R Size | Number of Cuts
     1 |             6
     2 |             8
     3 |             2
     4 |             5
     5 |             3
     6 |             1
     7 |             3
     8 |             3
     9 |             3
    10 |             2
    11 |             3
    12 |             1
    13 |             3
    14 |             1
    15 |             1
    16 |             3
    17 |             0
    18 |             1
    19 |             0

graph20_20_71.txt: 
Min Cuts: 64 
R Size | Number of Cuts
     1 |             5
     2 |             4
     3 |             3
     4 |             3
     5 |             2
     6 |             2
     7 |             7
     8 |             1
     9 |             3
    10 |             4
    11 |             4
    12 |             5
    13 |             4
    14 |             0
    15 |             1
    16 |             1
    17 |             0
    18 |             1
    19 |             0

graph20_20_77.txt: 
Min Cuts: 64 
R Size | Number of Cuts
     1 |             5
     2 |             5
     3 |             5
     4 |             7
     5 |             5
     6 |             4
     7 |             2
     8 |             2
     9 |             2
    10 |             2
    11 |             2
    12 |             1
    13 |             2
    14 |             3
    15 |             0
    16 |             2
    17 |             2
    18 |             0
    19 |             0

graph20_20_685.txt: 
Min Cuts: 64 
R Size | Number of Cuts
     1 |             9
     2 |             2
     3 |             4
     4 |             3
     5 |             5
     6 |             3
     7 |             3
     8 |             1
     9 |             3
    10 |             4
    11 |             4
    12 |             2
    13 |             2
    14 |             2
    15 |             2
    16 |             2
    17 |             1
    18 |             1
    19 |             0

graph20_20_547.txt: 
Min Cuts: 64 
R Size | Number of Cuts
     1 |             9
     2 |             6
     3 |             4
     4 |             3
     5 |             3
     6 |             3
     7 |             5
     8 |             5
     9 |             3
    10 |             1
    11 |             0
    12 |             2
    13 |             1
    14 |             3
    15 |             1
    16 |             1
    17 |             2
    18 |             0
    19 |             0

graph20_20_252.txt: 
Min Cuts: 64 
R Size | Number of Cuts
     1 |            10
     2 |             5
     3 |             6
     4 |             5
     5 |             5
     6 |             5
     7 |             2
     8 |             3
     9 |             2
    10 |             2
    11 |             2
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             3
    17 |             1
    18 |             0
    19 |             0

graph20_20_885.txt: 
Min Cuts: 64 
R Size | Number of Cuts
     1 |             9
     2 |             5
     3 |             5
     4 |             6
     5 |             4
     6 |             4
     7 |             1
     8 |             2
     9 |             4
    10 |             3
    11 |             1
    12 |             1
    13 |             2
    14 |             1
    15 |             2
    16 |             1
    17 |             2
    18 |             1
    19 |             0

graph20_20_720.txt: 
Min Cuts: 64 
R Size | Number of Cuts
     1 |            10
     2 |             8
     3 |             7
     4 |             3
     5 |             6
     6 |             4
     7 |             3
     8 |             2
     9 |             2
    10 |             1
    11 |             2
    12 |             0
    13 |             1
    14 |             2
    15 |             0
    16 |             1
    17 |             0
    18 |             0
    19 |             0

graph20_20_721.txt: 
Min Cuts: 64 
R Size | Number of Cuts
     1 |            10
     2 |             5
     3 |             6
     4 |             7
     5 |             4
     6 |             2
     7 |             2
     8 |             3
     9 |             2
    10 |             1
    11 |             2
    12 |             1
    13 |             1
    14 |             1
    15 |             0
    16 |             1
    17 |             2
    18 |             1
    19 |             0

graph20_20_349.txt: 
Min Cuts: 64 
R Size | Number of Cuts
     1 |            10
     2 |             9
     3 |             3
     4 |             5
     5 |             5
     6 |             3
     7 |             2
     8 |             3
     9 |             4
    10 |             2
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             2
    16 |             0
    17 |             0
    18 |             0
    19 |             0

graph20_20_516.txt: 
Min Cuts: 64 
R Size | Number of Cuts
     1 |             8
     2 |             5
     3 |             5
     4 |             7
     5 |             4
     6 |             4
     7 |             4
     8 |             3
     9 |             2
    10 |             3
    11 |             2
    12 |             2
    13 |             0
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             0

graph20_20_586.txt: 
Min Cuts: 64 
R Size | Number of Cuts
     1 |             7
     2 |             6
     3 |             5
     4 |             3
     5 |             3
     6 |             6
     7 |             5
     8 |             0
     9 |             4
    10 |             0
    11 |             4
    12 |             2
    13 |             0
    14 |             1
    15 |             1
    16 |             0
    17 |             2
    18 |             1
    19 |             0

graph20_20_895.txt: 
Min Cuts: 64 
R Size | Number of Cuts
     1 |             8
     2 |             5
     3 |             3
     4 |             5
     5 |             4
     6 |             2
     7 |             5
     8 |             4
     9 |             2
    10 |             1
    11 |             1
    12 |             3
    13 |             2
    14 |             3
    15 |             1
    16 |             0
    17 |             2
    18 |             1
    19 |             0

graph20_20_709.txt: 
Min Cuts: 64 
R Size | Number of Cuts
     1 |             9
     2 |             2
     3 |             7
     4 |             5
     5 |             3
     6 |             3
     7 |             3
     8 |             1
     9 |             4
    10 |             3
    11 |             2
    12 |             1
    13 |             2
    14 |             1
    15 |             1
    16 |             2
    17 |             1
    18 |             0
    19 |             0

graph20_20_481.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |            10
     2 |             6
     3 |             5
     4 |             5
     5 |             4
     6 |             4
     7 |             5
     8 |             3
     9 |             2
    10 |             1
    11 |             1
    12 |             3
    13 |             1
    14 |             1
    15 |             2
    16 |             1
    17 |             0
    18 |             0
    19 |             0

graph20_20_465.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |            10
     2 |             5
     3 |             5
     4 |             7
     5 |             5
     6 |             4
     7 |             3
     8 |             4
     9 |             2
    10 |             2
    11 |             1
    12 |             0
    13 |             1
    14 |             1
    15 |             0
    16 |             1
    17 |             1
    18 |             0
    19 |             0

graph20_20_837.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             7
     2 |             7
     3 |             5
     4 |             5
     5 |             4
     6 |             5
     7 |             4
     8 |             2
     9 |             1
    10 |             2
    11 |             3
    12 |             1
    13 |             1
    14 |             2
    15 |             2
    16 |             1
    17 |             0
    18 |             0
    19 |             0

graph20_20_218.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             8
     2 |             4
     3 |             6
     4 |             5
     5 |             4
     6 |             4
     7 |             2
     8 |             3
     9 |             3
    10 |             2
    11 |             1
    12 |             0
    13 |             1
    14 |             4
    15 |             3
    16 |             2
    17 |             1
    18 |             0
    19 |             0

graph20_20_702.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             9
     2 |            10
     3 |             4
     4 |             4
     5 |             4
     6 |             3
     7 |             2
     8 |             2
     9 |             1
    10 |             2
    11 |             2
    12 |             1
    13 |             3
    14 |             2
    15 |             1
    16 |             2
    17 |             1
    18 |             1
    19 |             0

graph20_20_749.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |            10
     2 |             3
     3 |             6
     4 |             3
     5 |             3
     6 |             6
     7 |             2
     8 |             4
     9 |             3
    10 |             1
    11 |             1
    12 |             2
    13 |             2
    14 |             1
    15 |             1
    16 |             2
    17 |             0
    18 |             0
    19 |             0

graph20_20_592.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             9
     2 |             5
     3 |             7
     4 |             2
     5 |             3
     6 |             3
     7 |             3
     8 |             1
     9 |             1
    10 |             2
    11 |             1
    12 |             4
    13 |             4
    14 |             3
    15 |             2
    16 |             0
    17 |             1
    18 |             1
    19 |             0

graph20_20_73.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             8
     2 |             5
     3 |             6
     4 |             4
     5 |             4
     6 |             3
     7 |             3
     8 |             2
     9 |             3
    10 |             1
    11 |             2
    12 |             2
    13 |             2
    14 |             3
    15 |             2
    16 |             1
    17 |             1
    18 |             1
    19 |             0

graph20_20_597.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |            11
     2 |             6
     3 |             5
     4 |             4
     5 |             2
     6 |             3
     7 |             3
     8 |             2
     9 |             2
    10 |             1
    11 |             1
    12 |             2
    13 |             3
    14 |             0
    15 |             2
    16 |             2
    17 |             1
    18 |             1
    19 |             0

graph20_20_521.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             5
     2 |             6
     3 |             6
     4 |             5
     5 |             4
     6 |             4
     7 |             2
     8 |             2
     9 |             3
    10 |             2
    11 |             2
    12 |             1
    13 |             3
    14 |             3
    15 |             2
    16 |             2
    17 |             2
    18 |             1
    19 |             0

graph20_20_162.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |            12
     2 |             8
     3 |             7
     4 |             4
     5 |             1
     6 |             2
     7 |             2
     8 |             3
     9 |             2
    10 |             3
    11 |             0
    12 |             1
    13 |             3
    14 |             2
    15 |             1
    16 |             0
    17 |             1
    18 |             1
    19 |             0

graph20_20_733.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             7
     2 |             6
     3 |             5
     4 |             5
     5 |             5
     6 |             2
     7 |             2
     8 |             2
     9 |             4
    10 |             4
    11 |             1
    12 |             2
    13 |             3
    14 |             1
    15 |             0
    16 |             2
    17 |             2
    18 |             0
    19 |             0

graph20_20_580.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             8
     2 |             5
     3 |             5
     4 |             4
     5 |             2
     6 |             5
     7 |             4
     8 |             3
     9 |             4
    10 |             3
    11 |             1
    12 |             3
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             0
    19 |             0

graph20_20_308.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             6
     2 |             8
     3 |             6
     4 |             5
     5 |             3
     6 |             2
     7 |             1
     8 |             4
     9 |             3
    10 |             4
    11 |             5
    12 |             2
    13 |             2
    14 |             2
    15 |             0
    16 |             1
    17 |             0
    18 |             0
    19 |             0

graph20_20_471.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             8
     2 |             7
     3 |             6
     4 |             7
     5 |             2
     6 |             3
     7 |             3
     8 |             3
     9 |             0
    10 |             1
    11 |             1
    12 |             1
    13 |             2
    14 |             3
    15 |             0
    16 |             0
    17 |             1
    18 |             1
    19 |             0

graph20_20_645.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             7
     2 |             7
     3 |             6
     4 |             5
     5 |             3
     6 |             4
     7 |             2
     8 |             2
     9 |             2
    10 |             2
    11 |             2
    12 |             2
    13 |             1
    14 |             2
    15 |             2
    16 |             1
    17 |             1
    18 |             1
    19 |             0

graph20_20_432.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             9
     2 |             6
     3 |             6
     4 |             3
     5 |             5
     6 |             2
     7 |             3
     8 |             3
     9 |             3
    10 |             2
    11 |             3
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             0
    18 |             1
    19 |             0

graph20_20_632.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             9
     2 |             8
     3 |             7
     4 |             4
     5 |             2
     6 |             2
     7 |             2
     8 |             1
     9 |             3
    10 |             3
    11 |             3
    12 |             1
    13 |             1
    14 |             1
    15 |             0
    16 |             1
    17 |             1
    18 |             1
    19 |             0

graph20_20_362.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             9
     2 |             7
     3 |             3
     4 |             5
     5 |             4
     6 |             3
     7 |             3
     8 |             3
     9 |             2
    10 |             2
    11 |             2
    12 |             3
    13 |             2
    14 |             1
    15 |             2
    16 |             1
    17 |             1
    18 |             1
    19 |             0

graph20_20_805.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             9
     2 |             8
     3 |             8
     4 |             3
     5 |             4
     6 |             3
     7 |             0
     8 |             3
     9 |             2
    10 |             2
    11 |             2
    12 |             2
    13 |             1
    14 |             1
    15 |             1
    16 |             0
    17 |             2
    18 |             0
    19 |             0

graph20_20_608.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             9
     2 |             6
     3 |             3
     4 |             5
     5 |             4
     6 |             4
     7 |             2
     8 |             5
     9 |             4
    10 |             4
    11 |             2
    12 |             1
    13 |             1
    14 |             0
    15 |             1
    16 |             2
    17 |             1
    18 |             0
    19 |             0

graph20_20_258.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             9
     2 |             5
     3 |             7
     4 |             5
     5 |             4
     6 |             4
     7 |             3
     8 |             2
     9 |             2
    10 |             2
    11 |             1
    12 |             2
    13 |             2
    14 |             1
    15 |             3
    16 |             0
    17 |             0
    18 |             1
    19 |             0

graph20_20_199.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             9
     2 |             6
     3 |             4
     4 |             6
     5 |             5
     6 |             3
     7 |             2
     8 |             4
     9 |             0
    10 |             0
    11 |             2
    12 |             1
    13 |             1
    14 |             2
    15 |             1
    16 |             3
    17 |             1
    18 |             1
    19 |             0

graph20_20_505.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             6
     2 |             5
     3 |             7
     4 |             5
     5 |             6
     6 |             2
     7 |             3
     8 |             3
     9 |             4
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             0
    16 |             2
    17 |             0
    18 |             1
    19 |             0

graph20_20_273.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             5
     2 |             5
     3 |             2
     4 |             4
     5 |             2
     6 |             5
     7 |             5
     8 |             4
     9 |             2
    10 |             3
    11 |             1
    12 |             5
    13 |             4
    14 |             3
    15 |             2
    16 |             1
    17 |             1
    18 |             0
    19 |             0

graph20_20_467.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |            10
     2 |             5
     3 |             4
     4 |             6
     5 |             5
     6 |             1
     7 |             1
     8 |             5
     9 |             3
    10 |             1
    11 |             2
    12 |             3
    13 |             1
    14 |             3
    15 |             2
    16 |             1
    17 |             0
    18 |             1
    19 |             0

graph20_20_236.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             9
     2 |             5
     3 |             4
     4 |             4
     5 |             3
     6 |             4
     7 |             4
     8 |             1
     9 |             2
    10 |             3
    11 |             2
    12 |             1
    13 |             1
    14 |             2
    15 |             2
    16 |             1
    17 |             1
    18 |             0
    19 |             0

graph20_20_901.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             5
     2 |             6
     3 |             5
     4 |             2
     5 |             5
     6 |             3
     7 |             2
     8 |             2
     9 |             4
    10 |             4
    11 |             1
    12 |             0
    13 |             1
    14 |             3
    15 |             2
    16 |             3
    17 |             0
    18 |             0
    19 |             0

graph20_20_570.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             8
     2 |             7
     3 |             7
     4 |             6
     5 |             4
     6 |             5
     7 |             3
     8 |             2
     9 |             2
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             2
    15 |             0
    16 |             0
    17 |             1
    18 |             0
    19 |             0

graph20_20_754.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             8
     2 |             6
     3 |             5
     4 |             2
     5 |             4
     6 |             3
     7 |             3
     8 |             2
     9 |             1
    10 |             5
    11 |             4
    12 |             0
    13 |             2
    14 |             1
    15 |             1
    16 |             2
    17 |             1
    18 |             1
    19 |             0

graph20_20_666.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             9
     2 |             9
     3 |             8
     4 |             2
     5 |             5
     6 |             1
     7 |             1
     8 |             1
     9 |             1
    10 |             3
    11 |             1
    12 |             3
    13 |             3
    14 |             0
    15 |             1
    16 |             0
    17 |             1
    18 |             1
    19 |             0

graph20_20_289.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             6
     2 |             7
     3 |             8
     4 |             1
     5 |             5
     6 |             4
     7 |             4
     8 |             3
     9 |             2
    10 |             3
    11 |             1
    12 |             2
    13 |             3
    14 |             1
    15 |             0
    16 |             1
    17 |             1
    18 |             0
    19 |             0

graph20_20_267.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             7
     2 |             8
     3 |             8
     4 |             2
     5 |             4
     6 |             3
     7 |             3
     8 |             0
     9 |             2
    10 |             2
    11 |             3
    12 |             3
    13 |             2
    14 |             1
    15 |             1
    16 |             1
    17 |             2
    18 |             1
    19 |             0

graph20_20_313.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             8
     2 |             5
     3 |             6
     4 |             5
     5 |             3
     6 |             3
     7 |             3
     8 |             3
     9 |             3
    10 |             2
    11 |             3
    12 |             2
    13 |             2
    14 |             2
    15 |             0
    16 |             1
    17 |             1
    18 |             0
    19 |             0

graph20_20_813.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             8
     2 |             5
     3 |             6
     4 |             3
     5 |             3
     6 |             4
     7 |             3
     8 |             4
     9 |             1
    10 |             4
    11 |             1
    12 |             3
    13 |             2
    14 |             2
    15 |             0
    16 |             1
    17 |             2
    18 |             1
    19 |             0

graph20_20_501.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |            11
     2 |             6
     3 |             4
     4 |             4
     5 |             1
     6 |             3
     7 |             3
     8 |             2
     9 |             1
    10 |             5
    11 |             3
    12 |             3
    13 |             3
    14 |             0
    15 |             0
    16 |             2
    17 |             0
    18 |             1
    19 |             0

graph20_20_127.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             8
     2 |             7
     3 |             6
     4 |             4
     5 |             3
     6 |             4
     7 |             4
     8 |             3
     9 |             2
    10 |             2
    11 |             1
    12 |             3
    13 |             2
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             0
    19 |             0

graph20_20_553.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             6
     2 |             4
     3 |             4
     4 |             4
     5 |             4
     6 |             5
     7 |             4
     8 |             4
     9 |             3
    10 |             1
    11 |             1
    12 |             3
    13 |             2
    14 |             3
    15 |             2
    16 |             0
    17 |             0
    18 |             1
    19 |             0

graph20_20_830.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             9
     2 |             6
     3 |             6
     4 |             4
     5 |             6
     6 |             3
     7 |             3
     8 |             3
     9 |             2
    10 |             2
    11 |             2
    12 |             1
    13 |             1
    14 |             2
    15 |             1
    16 |             0
    17 |             1
    18 |             0
    19 |             0

graph20_20_139.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |            11
     2 |             4
     3 |             7
     4 |             6
     5 |             4
     6 |             2
     7 |             3
     8 |             3
     9 |             2
    10 |             2
    11 |             3
    12 |             2
    13 |             1
    14 |             1
    15 |             1
    16 |             0
    17 |             0
    18 |             0
    19 |             0

graph20_20_220.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             8
     2 |             5
     3 |             4
     4 |             4
     5 |             3
     6 |             2
     7 |             6
     8 |             2
     9 |             4
    10 |             1
    11 |             2
    12 |             4
    13 |             0
    14 |             2
    15 |             0
    16 |             2
    17 |             1
    18 |             1
    19 |             0

graph20_20_815.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             9
     2 |             5
     3 |             6
     4 |             4
     5 |             2
     6 |             6
     7 |             6
     8 |             2
     9 |             3
    10 |             2
    11 |             2
    12 |             3
    13 |             1
    14 |             1
    15 |             2
    16 |             0
    17 |             1
    18 |             1
    19 |             0

graph20_20_867.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             8
     2 |            10
     3 |             7
     4 |             4
     5 |             6
     6 |             2
     7 |             4
     8 |             1
     9 |             1
    10 |             2
    11 |             1
    12 |             1
    13 |             1
    14 |             0
    15 |             1
    16 |             1
    17 |             1
    18 |             0
    19 |             0

graph20_20_962.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             8
     2 |             6
     3 |             4
     4 |             3
     5 |             1
     6 |             4
     7 |             4
     8 |             5
     9 |             3
    10 |             1
    11 |             2
    12 |             5
    13 |             2
    14 |             1
    15 |             2
    16 |             0
    17 |             0
    18 |             0
    19 |             0

graph20_20_583.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             8
     2 |             4
     3 |             3
     4 |             4
     5 |             3
     6 |             4
     7 |             2
     8 |             4
     9 |             3
    10 |             3
    11 |             2
    12 |             3
    13 |             3
    14 |             2
    15 |             1
    16 |             2
    17 |             1
    18 |             1
    19 |             0

graph20_20_312.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |            12
     2 |            10
     3 |             5
     4 |             4
     5 |             4
     6 |             3
     7 |             1
     8 |             3
     9 |             3
    10 |             2
    11 |             0
    12 |             0
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             0

graph20_20_742.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             8
     2 |             8
     3 |             6
     4 |             5
     5 |             6
     6 |             2
     7 |             3
     8 |             4
     9 |             0
    10 |             1
    11 |             3
    12 |             3
    13 |             2
    14 |             0
    15 |             0
    16 |             0
    17 |             1
    18 |             1
    19 |             0

graph20_20_762.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             6
     2 |             5
     3 |             3
     4 |             3
     5 |             3
     6 |             3
     7 |             3
     8 |             6
     9 |             4
    10 |             2
    11 |             5
    12 |             1
    13 |             3
    14 |             0
    15 |             1
    16 |             3
    17 |             1
    18 |             0
    19 |             0

graph20_20_917.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             9
     2 |             6
     3 |             5
     4 |             4
     5 |             3
     6 |             2
     7 |             3
     8 |             2
     9 |             3
    10 |             2
    11 |             2
    12 |             4
    13 |             2
    14 |             1
    15 |             3
    16 |             1
    17 |             1
    18 |             1
    19 |             0

graph20_20_148.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |             6
     2 |             7
     3 |             4
     4 |             7
     5 |             6
     6 |             4
     7 |             3
     8 |             1
     9 |             3
    10 |             3
    11 |             3
    12 |             4
    13 |             1
    14 |             3
    15 |             0
    16 |             0
    17 |             1
    18 |             1
    19 |             0

graph20_20_862.txt: 
Min Cuts: 65 
R Size | Number of Cuts
     1 |            10
     2 |             4
     3 |             7
     4 |             4
     5 |             4
     6 |             3
     7 |             3
     8 |             3
     9 |             2
    10 |             1
    11 |             1
    12 |             2
    13 |             1
    14 |             2
    15 |             3
    16 |             0
    17 |             2
    18 |             1
    19 |             0

graph20_20_19.txt: 
Min Cuts: 66 
R Size | Number of Cuts
     1 |             6
     2 |             6
     3 |             4
     4 |             3
     5 |             3
     6 |             2
     7 |             4
     8 |             4
     9 |             3
    10 |             3
    11 |             3
    12 |             2
    13 |             2
    14 |             1
    15 |             2
    16 |             1
    17 |             1
    18 |             1
    19 |             0

graph20_20_96.txt: 
Min Cuts: 66 
R Size | Number of Cuts
     1 |             6
     2 |             7
     3 |             7
     4 |             5
     5 |             5
     6 |             5
     7 |             4
     8 |             2
     9 |             2
    10 |             1
    11 |             1
    12 |             4
    13 |             2
    14 |             1
    15 |             1
    16 |             0
    17 |             0
    18 |             0
    19 |             0

graph20_20_301.txt: 
Min Cuts: 66 
R Size | Number of Cuts
     1 |             9
     2 |             6
     3 |             4
     4 |             3
     5 |             2
     6 |             2
     7 |             3
     8 |             4
     9 |             5
    10 |             1
    11 |             1
    12 |             2
    13 |             5
    14 |             0
    15 |             1
    16 |             1
    17 |             1
    18 |             0
    19 |             0

graph20_20_561.txt: 
Min Cuts: 66 
R Size | Number of Cuts
     1 |             7
     2 |             8
     3 |             5
     4 |             4
     5 |             5
